Distrito,Candidato,Partido,Pacto,Votos,%,Resultado,Año
9,91. JESUS FERNANDO GOMEZ ORELLANA,UPA,AM. Unión Patriótica,822,"0,25%",,2021
9,92. ANA MARIA ARIAS AGURTO,UPA,AM. Unión Patriótica,871,"0,26%",,2021
9,93. ISIDRO ALFONSO CONSTANZO SAEZ,UPA,AM. Unión Patriótica,417,"0,13%",,2021
9,94. ANA MARIA MOLINA VILLARREAL,UPA,AM. Unión Patriótica,721,"0,22%",,2021
9,95. PABLO MALTÉS BISKUPOVIC,PH,AN. Dignidad Ahora,16.126,"4,83%",,2021
9,96. CRISTIAN MIGUEL INOSTROZA SUAREZ,PH,AN. Dignidad Ahora,751,"0,23%",,2021
9,97. ALFONSO ERNESTO BARRIL AGUERO,IND-PH,AN. Dignidad Ahora,815,"0,24%",,2021
9,98. HECTOR ARMANDO ANABALON ZURITA,PH,AN. Dignidad Ahora,659,"0,20%",,2021
9,99. JESSICA DEL CARMEN CAYUPI LLANCALEO,IND-PI,AN. Dignidad Ahora,5.023,"1,51%",,2021
9,100. ARIEL VLADIMIR ENCINA CRUZ,IND-PI,AN. Dignidad Ahora,542,"0,16%",,2021
9,101. OSCAR ARIEL SILVA QUIROZ,IND-PI,AN. Dignidad Ahora,475,"0,14%",,2021
9,102. CHRISTIAN CAMUS ACEVEDO,IND-PI,AN. Dignidad Ahora,430,"0,13%",,2021
9,103. JOSE CARLOS MEZA PEREIRA,PRep,AP. Frente Social Cristiano,14.720,"4,41%",,2021
9,104. MARIA VERONICA CHELITA WELKNER BALLAS,PRep,AP. Frente Social Cristiano,4.842,"1,45%",,2021
9,105. ANGEL CUSTODIO JADUE PICHARA,PRep,AP. Frente Social Cristiano,3.462,"1,04%",,2021
9,106. MARGARITA DEL ROSARIO GARRIDO ACEVEDO,IND-PRep,AP. Frente Social Cristiano,5.010,"1,50%",,2021
9,107. FRANCISCO JAVIER VALENCIA MUÑOZ,IND-PRep,AP. Frente Social Cristiano,2.117,"0,63%",,2021
9,108. MARITZA VENEGAS ARROYO,IND-PRep,AP. Frente Social Cristiano,1.384,"0,41%",,2021
9,109. MACARENA KINAST CASANOVA,IND-PRep,AP. Frente Social Cristiano,1.763,"0,53%",,2021
9,110. DANIEL BUSTOS AGUAYO,IND-PRep,AP. Frente Social Cristiano,2.438,"0,73%",,2021
9,111. KAROL AIDA CARIOLA OLIVA,PCCH,AR. Apruebo Dignidad,78.724,"23,60%",,2021
9,112. BORIS ANTHONY BARRERA MORENO,PCCH,AR. Apruebo Dignidad,7.778,"2,33%",,2021
9,113. MAITE ORSINI PASCAL,RD,AR. Apruebo Dignidad,19.080,"5,72%",,2021
9,114. ANDRES GIORDANO SALAZAR,IND-RD,AR. Apruebo Dignidad,2.851,"0,85%",,2021
9,115. JUAN PABLO SANHUEZA TORTELLA,COM,AR. Apruebo Dignidad,2.277,"0,68%",,2021
9,116. VARINIA LIDIA DIAZ CORTES,IND-COM,AR. Apruebo Dignidad,3.761,"1,13%",,2021
9,117. RODRIGO TOMAS MALLEA CARDEMIL,CS,AR. Apruebo Dignidad,5.871,"1,76%",,2021
9,118. CARLOS ROBERTO MUÑOZ REYES,IND-CS,AR. Apruebo Dignidad,1.596,"0,48%",,2021
9,119. CARLOS RICHARD CASTRO FUENTEALBA,IND-CU,AW. Independientes Unidos,12.583,"3,77%",,2021
9,120. DANIEL IBAÑEZ CASTRO,PRO,AY. Partido Progresista de Chile,2.285,"0,68%",,2021
9,121. EVELYN CAROLINA FARIAS AILIO,PRO,AY. Partido Progresista de Chile,1.904,"0,57%",,2021
9,122. IGNACIO BUSTOS SAEZ,PRO,AY. Partido Progresista de Chile,720,"0,22%",,2021
10,60. JORGE ALESSANDRI VERGARA,UDI,AA. Chile Podemos +,49.503,"10,84%",,2021
10,61. CARLOS CISTERNA PARRA,IND-UDI,AA. Chile Podemos +,1.735,"0,38%",,2021
10,62. PABLO KAST SOMMERHOFF,EVOP,AA. Chile Podemos +,15.676,"3,43%",,2021
10,63. HECTOR RODRIGUEZ MENDOZA,EVOP,AA. Chile Podemos +,2.472,"0,54%",,2021
10,64. SAVKA POLLAK TOMASEVICH,IND-EVOP,AA. Chile Podemos +,8.315,"1,82%",,2021
10,65. SEBASTIAN TORREALBA ALVARADO,RN,AA. Chile Podemos +,12.864,"2,82%",,2021
10,66. ALAN VALDO ROLDAN CABRERA,IND-RN,AA. Chile Podemos +,1.758,"0,38%",,2021
10,67. MARIA LUISA CORDERO VELASQUEZ,IND-RN,AA. Chile Podemos +,20.485,"4,48%",,2021
10,68. AXEL PATRICIO GONZALEZ VALDEBENITO,PDG,AB. Partido de la Gente,2.770,"0,61%",,2021
10,69. DANIELA PAZ MOSCOSO OYARZUN,PDG,AB. Partido de la Gente,3.565,"0,78%",,2021
10,70. JANNIER ESTRELLA GILBERTO VERGARA,PDG,AB. Partido de la Gente,899,"0,20%",,2021
10,71. MARIO ISAIAS SADOVNIK ENGEL,PDG,AB. Partido de la Gente,1.356,"0,30%",,2021
10,72. SILVIA FABIOLA PEREIRA FOSTER,PDG,AB. Partido de la Gente,2.011,"0,44%",,2021
10,73. HECTOR ORLANDO MONTECINOS SANDOVAL,PDG,AB. Partido de la Gente,1.361,"0,30%",,2021
10,74. CRISTIAN IGNACIO SEPULVEDA MUÑOZ,PDG,AB. Partido de la Gente,1.696,"0,37%",,2021
10,75. JENNIFFER LILIANA ISLA PIZARRO,PDG,AB. Partido de la Gente,2.218,"0,49%",,2021
10,76. JORGE HUMBERTO ROJAS VALLEJOS,PDG,AB. Partido de la Gente,2.981,"0,65%",,2021
10,77. CLAUDIA ANDREA TASSARA RUILOVA,PTR,AE. Partido de Trabajadores Revolucionarios,1.328,"0,29%",,2021
10,78. DAUNO TOTORO NAVARRO,PTR,AE. Partido de Trabajadores Revolucionarios,1.982,"0,43%",,2021
10,79. YAMILA DE LOURDES MARTINEZ URRUTIA,PTR,AE. Partido de Trabajadores Revolucionarios,455,"0,10%",,2021
10,80. YURI ERNESTO PEÑA JIMENEZ,PTR,AE. Partido de Trabajadores Revolucionarios,453,"0,10%",,2021
10,81. ALEJANDRA PAZ DECAP CONTRERAS,PTR,AE. Partido de Trabajadores Revolucionarios,547,"0,12%",,2021
10,82. ELIAS IGNACIO MUÑOZ PARRA,PTR,AE. Partido de Trabajadores Revolucionarios,408,"0,09%",,2021
10,83. MARIA VICTORIA TORRES SANDOVAL,PTR,AE. Partido de Trabajadores Revolucionarios,706,"0,15%",,2021
10,84. GABRIELA CARRERA VALDÉS,PS,AH. Nuevo Pacto Social,4.853,"1,06%",,2021
10,85. CRISTIAN ARANGUIZ SALAZAR,PS,AH. Nuevo Pacto Social,2.080,"0,46%",,2021
10,86. CLAUDIO EUGENIO ARRIAGADA MACAYA,IND-PL,AH. Nuevo Pacto Social,5.941,"1,30%",,2021
10,87. MARIA JOSE CUMPLIDO BAEZA,PL,AH. Nuevo Pacto Social,4.492,"0,98%",,2021
10,88. JACQUELINE SAINTARD VERA,PDC,AH. Nuevo Pacto Social,6.372,"1,39%",,2021
10,89. ROSA DEL CARMEN VALENZUELA CHAMORRO,PDC,AH. Nuevo Pacto Social,3.120,"0,68%",,2021
10,90. MIRIAM ANA JOSEFINA SEÑORET SOTO,PR,AH. Nuevo Pacto Social,933,"0,20%",,2021
10,91. YOLANDA PIZARRO CARMONA,PPD,AH. Nuevo Pacto Social,1.438,"0,31%",,2021
10,92. HELIA MOLINA MILMAN,PPD,AH. Nuevo Pacto Social,18.944,"4,15%",,2021
10,93. KARLA PINTO TIMMERMANN,PEV,AL. Partido Ecologista Verde,13.132,"2,87%",,2021
10,94. GIOVANKA LUENGO FIGUEROA,PEV,AL. Partido Ecologista Verde,6.087,"1,33%",,2021
10,95. FERNANDO NEIRA PEZOA,PEV,AL. Partido Ecologista Verde,3.797,"0,83%",,2021
10,96. JOSE MADARIAGA LABRA,PEV,AL. Partido Ecologista Verde,2.135,"0,47%",,2021
10,97. NORMAN ROMO GROGG,PEV,AL. Partido Ecologista Verde,2.018,"0,44%",,2021
10,98. GASPAR MATEO ORTIZ CARDENAS,UPA,AM. Unión Patriótica,1.101,"0,24%",,2021
10,99. NANCY CRISTINA NICUL LINCOLEO,UPA,AM. Unión Patriótica,1.144,"0,25%",,2021
10,100. RODRIGO ANTONIO MAUREIRA VASQUEZ,UPA,AM. Unión Patriótica,767,"0,17%",,2021
10,101. TATIANA ROSA MARIN OLIVA,UPA,AM. Unión Patriótica,684,"0,15%",,2021
10,102. TOMAS ALEJANDRO JIMENEZ BURNAS,UPA,AM. Unión Patriótica,374,"0,08%",,2021
10,103. MARIA ANGELICA CORNEJO ZUÑIGA,UPA,AM. Unión Patriótica,594,"0,13%",,2021
10,104. HELMUT KRAMER ANGEL,PH,AN. Dignidad Ahora,1.456,"0,32%",,2021
10,105. PAULINA TERESA BRAVO GUZMAN,PH,AN. Dignidad Ahora,2.098,"0,46%",,2021
10,106. ALFREDO ANTONIO BRUNA ORELLANA,PH,AN. Dignidad Ahora,527,"0,12%",,2021
10,107. ISABEL DEL CARMEN CAYUL PIÑA,IND-PH,AN. Dignidad Ahora,2.312,"0,51%",,2021
10,108. MARCELA PAT GONZALEZ PAREDES,IND-PI,AN. Dignidad Ahora,1.309,"0,29%",,2021
10,109. ROBERTO CAMPOS WEISS,IND-PI,AN. Dignidad Ahora,2.143,"0,47%",,2021
10,110. SEBASTIAN MILOS MONTES,IND-PI,AN. Dignidad Ahora,931,"0,20%",,2021
10,111. JUAN EGOR PLAZA AGUILAR,IND-PI,AN. Dignidad Ahora,270,"0,06%",,2021
10,112. JOSE OSORIO CUBILLOS,IND-PI,AN. Dignidad Ahora,872,"0,19%",,2021
10,113. JOHANNES KAISER BARENTS-VON HOHENHAGEN,PRep,AP. Frente Social Cristiano,26.560,"5,81%",,2021
10,114. MARIA PIA MARINOVIC MERINO,PRep,AP. Frente Social Cristiano,13.099,"2,87%",,2021
10,115. CAROLINA ANGELA GARATE VERGARA,PRep,AP. Frente Social Cristiano,4.646,"1,02%",,2021
10,116. SONJA DEL RIO BECKER,PRep,AP. Frente Social Cristiano,1.544,"0,34%",,2021
10,117. RICARDO ALEJANDRO DELGADO GAETE,PRep,AP. Frente Social Cristiano,2.045,"0,45%",,2021
10,118. CAMILO ANTONIO CAMMAS BRANGIER,PRep,AP. Frente Social Cristiano,1.561,"0,34%",,2021
10,119. CARLOS ROBERTO TRAUB GAINSBORG,PRep,AP. Frente Social Cristiano,941,"0,21%",,2021
10,120. JOSE VALLEJO KNOCKAERT,IND-PRep,AP. Frente Social Cristiano,1.640,"0,36%",,2021
10,121. LESLIE TAMARA MIRANDA RAMOS,IND-PRep,AP. Frente Social Cristiano,1.418,"0,31%",,2021
10,122. GONZALO WINTER ETCHEBERRY,CS,AR. Apruebo Dignidad,66.632,"14,58%",,2021
10,123. LORENA FRIES MONLEON,IND-CS,AR. Apruebo Dignidad,11.521,"2,52%",,2021
10,124. EMILIA SCHNEIDER VIDELA,COM,AR. Apruebo Dignidad,26.085,"5,71%",,2021
10,125. RENE LUIS NARANJO SOTOMAYOR,IND-COM,AR. Apruebo Dignidad,9.330,"2,04%",,2021
10,126. MAIDY LEDY VELASQUEZ VERA,IND-FREVS,AR. Apruebo Dignidad,1.907,"0,42%",,2021
10,127. MANUEL ANDRES AHUMADA LETELIER,PCCH,AR. Apruebo Dignidad,7.643,"1,67%",,2021
10,128. ALEJANDRA FRANCISCA PLACENCIA CABELLO,PCCH,AR. Apruebo Dignidad,17.971,"3,93%",,2021
10,129. RAMON FERNANDO GRIFFERO SANCHEZ,RD,AR. Apruebo Dignidad,3.190,"0,70%",,2021
10,130. NICOLE MARTINEZ ARANDA,RD,AR. Apruebo Dignidad,12.936,"2,83%",,2021
10,131. ALEJANDRA HERRERA ANDREUCCI,CU,AW. Independientes Unidos,5.378,"1,18%",,2021
10,132. RICARDO GARCIA-HUIDOBRO ANDAI,CU,AW. Independientes Unidos,1.628,"0,36%",,2021
10,133. LISIT SDELONA FERNANDEZ MENAY,CU,AW. Independientes Unidos,840,"0,18%",,2021
10,134. PAOLA MARGARITA BERNALES PANTOJA,CU,AW. Independientes Unidos,1.693,"0,37%",,2021
10,135. GONZALO ANDRES CARRASCO CURILEM,IND-CU,AW. Independientes Unidos,2.155,"0,47%",,2021
10,136. RODRIGO ANDRES CABEZAS VENEGAS,CU,AW. Independientes Unidos,792,"0,17%",,2021
10,137. ORIELE MARIA EUGENIA NUÑEZ SERRANO,PRO,AY. Partido Progresista de Chile,1.566,"0,34%",,2021
10,138. ANDREA DEL CARMEN DUARTE VIDAL,PRO,AY. Partido Progresista de Chile,1.395,"0,31%",,2021
10,139. RAUL ALBERTO VILLAVICENCIO MARABOLI,PRO,AY. Partido Progresista de Chile,549,"0,12%",,2021
10,140. LUIS ALBERTO CASTRO BENAVIDES,PRO,AY. Partido Progresista de Chile,730,"0,16%",,2021
11,60. GUILLERMO RAMIREZ DIEZ,UDI,AA. Chile Podemos +,40.350,"9,78%",,2021
11,61. FRANCISCA VALDÉS VIGIL,IND-UDI,AA. Chile Podemos +,11.769,"2,85%",,2021
11,62. GONZALO GUILLERMO FUENZALIDA FIGUEROA,RN,AA. Chile Podemos +,23.424,"5,68%",,2021
11,63. CATALINA DEL REAL MIHOVILOVIC,RN,AA. Chile Podemos +,28.299,"6,86%",,2021
11,64. KARIN CLAUDIA LUCK URBAN,RN,AA. Chile Podemos +,5.525,"1,34%",,2021
11,65. LUZ POBLETE CODDOU,EVOP,AA. Chile Podemos +,16.555,"4,01%",,2021
11,66. FRANCISCO UNDURRAGA GAZITUA,EVOP,AA. Chile Podemos +,43.429,"10,52%",,2021
11,67. ELIZABETH RODRIGUEZ SIERRA,PDG,AB. Partido de la Gente,4.405,"1,07%",,2021
11,68. DAVID RODRIGO ELGUETA ALVAREZ,PDG,AB. Partido de la Gente,1.439,"0,35%",,2021
11,69. HEERMAN PAULO VARGAS HOGER,PDG,AB. Partido de la Gente,1.033,"0,25%",,2021
11,70. LORENA DEL CARMEN LLAMIN MILLALEN,PDG,AB. Partido de la Gente,3.113,"0,75%",,2021
11,71. ANGEL RODRIGO ROZAS DIAZ,PDG,AB. Partido de la Gente,1.143,"0,28%",,2021
11,72. YERKO HERNAN SEPULVEDA POBLETE,PDG,AB. Partido de la Gente,1.166,"0,28%",,2021
11,73. IGNACIA GOMEZ MARTINEZ,CIU,AH. Nuevo Pacto Social,4.946,"1,20%",,2021
11,74. DARKO ALEXANDAR PERIC VON BERGEN,CIU,AH. Nuevo Pacto Social,2.717,"0,66%",,2021
11,75. NICOLAS PREUSS HERRERA,PDC,AH. Nuevo Pacto Social,12.486,"3,03%",,2021
11,76. IRENE VALENTINA ESPINOZA TAPIA,IND-PDC,AH. Nuevo Pacto Social,2.703,"0,65%",,2021
11,77. LILIANA MUÑOZ HERNANDEZ,PL,AH. Nuevo Pacto Social,1.955,"0,47%",,2021
11,78. ABRAHAM ALBERT COHEN BENADAVA,IND-PPD,AH. Nuevo Pacto Social,1.165,"0,28%",,2021
11,79. GRACIELA AIDA DIAZ MERUBIA,IND-PPD,AH. Nuevo Pacto Social,1.790,"0,43%",,2021
11,80. JAVIER WILDEN ACOSTA,PEV,AL. Partido Ecologista Verde,16.127,"3,91%",,2021
11,81. CATALINA VALESKA VALENZUELA MAUREIRA,PH,AN. Dignidad Ahora,3.247,"0,79%",,2021
11,82. NELSON NICOLAS PEÑA GALLARDO,PH,AN. Dignidad Ahora,1.037,"0,25%",,2021
11,83. SUSANA CORDOVA RODRIGUEZ,PH,AN. Dignidad Ahora,1.612,"0,39%",,2021
11,84. RENE OMAR ACUÑA BARRERA,IND-PH,AN. Dignidad Ahora,981,"0,24%",,2021
11,85. FERNANDO ENRIQUE MARTINEZ VERGARA,PI,AN. Dignidad Ahora,998,"0,24%",,2021
11,86. ALICIA KAROLINA CARIQUEO NARANJO,PI,AN. Dignidad Ahora,2.472,"0,60%",,2021
11,87. JACQUELINE ALEJANDRA COZZA VIOT,IND-PI,AN. Dignidad Ahora,1.054,"0,26%",,2021
11,88. CHRISTEL FELMER VALDIVIELSO,PRep,AP. Frente Social Cristiano,10.977,"2,66%",,2021
11,89. GONZALO ARMANDO DE LA CARRERA CORREA,PRep,AP. Frente Social Cristiano,46.044,"11,16%",,2021
11,90. CRISTIAN ARAYA LERDO DE TEJADA,PRep,AP. Frente Social Cristiano,16.717,"4,05%",,2021
11,91. MARTIN CARVAJAL MASJUAN,PRep,AP. Frente Social Cristiano,4.230,"1,02%",,2021
11,92. CHRISTIAN OSCAR SLATER ESCANILLA,IND-PRep,AP. Frente Social Cristiano,3.718,"0,90%",,2021
11,93. GABRIEL DOMÍNGUEZ VALDÉS,IND-PRep,AP. Frente Social Cristiano,2.870,"0,70%",,2021
11,94. PILAR GINESTA BASCUÑAN,IND-PRep,AP. Frente Social Cristiano,3.425,"0,83%",,2021
11,95. TOMAS HIRSCH GOLDSCHMIDT,IND-COM,AR. Apruebo Dignidad,28.448,"6,89%",,2021
11,96. MARCELA CUBILLOS HEVIA,IND-COM,AR. Apruebo Dignidad,11.115,"2,69%",,2021
11,97. MIGUEL CONCHA MANSO,RD,AR. Apruebo Dignidad,16.631,"4,03%",,2021
11,98. DANIELA FRANCISCA LAVARELLO RAMIREZ,RD,AR. Apruebo Dignidad,5.478,"1,33%",,2021
11,99. GRACE EUGENIA SCHMIDT MONJE,CS,AR. Apruebo Dignidad,9.858,"2,39%",,2021
11,100. CRISTOBAL ANDRES RODRIGUEZ OLIVARES,IND-CS,AR. Apruebo Dignidad,2.743,"0,66%",,2021
11,101. ESTEBAN MAURICIO CHAVEZ RIVERA,IND-PCCH,AR. Apruebo Dignidad,3.812,"0,92%",,2021
11,102. MATIAS ANDRES ROSENDE BRICEÑO,CU,AW. Independientes Unidos,2.699,"0,65%",,2021
11,103. CLAUDIA ANDREA TORRES NAVARRO,IND-CU,AW. Independientes Unidos,3.160,"0,77%",,2021
11,104. MARIA LORETO ALLUE PRIETO,IND-CU,AW. Independientes Unidos,1.154,"0,28%",,2021
11,105. HARLET HEISLEBEN PROBST CAMPODONICO,PRO,AY. Partido Progresista,1.306,"0,32%",,2021
11,106. HUGO MARCELO ALVAREZ VILLAGRA,PRO,AY. Partido Progresista,1.391,"0,34%",,2021
12,60. XIMENA OSSANDON IRARRAZABAL,RN,AA. Chile Podemos +,40.993,"10,44%",,2021
12,61. CLAUDIA DEL PILAR FAUNDEZ FUENTES,RN,AA. Chile Podemos +,3.542,"0,90%",,2021
12,62. LUIS ALBERTO TAPIA BASTIAS,RN,AA. Chile Podemos +,2.263,"0,58%",,2021
12,63. HILDA FABIOLA PINO BASTIAS,IND-EVOP,AA. Chile Podemos +,1.648,"0,42%",,2021
12,64. ALVARO CARTER FERNANDEZ,IND-UDI,AA. Chile Podemos +,30.820,"7,85%",,2021
12,65. EULOGIA LAVIN INFANTE,UDI,AA. Chile Podemos +,1.578,"0,40%",,2021
12,66. CAMILA ALEJANDRA MEDINA GAETE,IND-UDI,AA. Chile Podemos +,2.636,"0,67%",,2021
12,67. FRANCIA NICOLE MUÑOZ DONOSO,UDI,AA. Chile Podemos +,1.118,"0,28%",,2021
12,68. ALEJANDRA PAMELA JARA QUIROZ,PDG,AB. Partido de la Gente,6.685,"1,70%",,2021
12,69. SEBASTIAN NOE GONZALEZ DONOSO,PDG,AB. Partido de la Gente,3.114,"0,79%",,2021
12,70. PABLO ANDRES SOTO ZUÑIGA,PDG,AB. Partido de la Gente,2.985,"0,76%",,2021
12,71. LESLIE JUDITH LEIVA HENRIQUEZ,PDG,AB. Partido de la Gente,3.014,"0,77%",,2021
12,72. JAIME FELIPE RETAMALES GUZMAN,PDG,AB. Partido de la Gente,2.195,"0,56%",,2021
12,73. GLORIA EVELYN HERRERA PEREZ,PDG,AB. Partido de la Gente,2.886,"0,73%",,2021
12,74. SERGIO ANTONIO PALMA BRIONES,PDG,AB. Partido de la Gente,2.287,"0,58%",,2021
12,75. JOSEFFE TAMARA CACERES TORRES,PTR,AE. Partido de Trabajadores Revolucionarios,1.072,"0,27%",,2021
12,76. CAMILA CRISTINA MEZA HERRERA,PTR,AE. Partido de Trabajadores Revolucionarios,843,"0,21%",,2021
12,77. JOHANNA DE LAS NIEVES PACHECO CURINAO,PTR,AE. Partido de Trabajadores Revolucionarios,895,"0,23%",,2021
12,78. MARIA ISABEL MARGARITA MARTINEZ LIZAMA,PTR,AE. Partido de Trabajadores Revolucionarios,601,"0,15%",,2021
12,79. RODRIGO ANDRES LOPEZ JARA,PTR,AE. Partido de Trabajadores Revolucionarios,602,"0,15%",,2021
12,80. MATIAS ANTONIO MORALES PRADO,PTR,AE. Partido de Trabajadores Revolucionarios,810,"0,21%",,2021
12,81. JULIO ENRIQUE HERNANDEZ PRADO,PTR,AE. Partido de Trabajadores Revolucionarios,506,"0,13%",,2021
12,82. CAMILO ANDRE BASTIAS FLORES,CIU,AH. Nuevo Pacto Social,1.478,"0,38%",,2021
12,83. VALESKA ALEJANDRA CONCHA CISTERNA,CIU,AH. Nuevo Pacto Social,979,"0,25%",,2021
12,84. JAIME COLOMA TIRAPEGUI,IND-PL,AH. Nuevo Pacto Social,2.759,"0,70%",,2021
12,85. FLOR DEL CARMEN ALEÑIR MILLANAO,PR,AH. Nuevo Pacto Social,1.524,"0,39%",,2021
12,86. CAROLA PIA NARANJO INOSTROZA,IND-PDC,AH. Nuevo Pacto Social,3.291,"0,84%",,2021
12,87. PAZ ANDREA SUAREZ BRIONES,PPD,AH. Nuevo Pacto Social,1.309,"0,33%",,2021
12,88. RODRIGO ANGULO SANTANDER,PS,AH. Nuevo Pacto Social,2.537,"0,65%",,2021
12,89. ROMANINA MORALES BALTRA,PS,AH. Nuevo Pacto Social,2.363,"0,60%",,2021
12,90. ROCIO MIRANDA CASTILLO,PEV,AL. Partido Ecologista Verde,7.720,"1,97%",,2021
12,91. ALLYSON RICHASSE RUBIO,PEV,AL. Partido Ecologista Verde,2.761,"0,70%",,2021
12,92. REBECA TALA ARNECHINO,PEV,AL. Partido Ecologista Verde,2.209,"0,56%",,2021
12,93. XIMENA SALINAS GONZALEZ,PEV,AL. Partido Ecologista Verde,5.128,"1,31%",,2021
12,94. MONSERRAT CANDIA ROCHA,PEV,AL. Partido Ecologista Verde,3.470,"0,88%",,2021
12,95. RUBEN ROSALES SEPULVEDA,PEV,AL. Partido Ecologista Verde,2.266,"0,58%",,2021
12,96. RONALD VARGAS DIAZ,PEV,AL. Partido Ecologista Verde,1.282,"0,33%",,2021
12,97. SARA AIDA MIRANDA SILVA,UPA,AM. Unión Patriótica,1.069,"0,27%",,2021
12,98. CESAR ANDRES RETAMAL MONSALVES,UPA,AM. Unión Patriótica,478,"0,12%",,2021
12,99. JUANA ESTEFANIA LINCOLAO LINCHEO,UPA,AM. Unión Patriótica,925,"0,24%",,2021
12,100. LUIS EDUARDO ARRIAZA VILLALON,UPA,AM. Unión Patriótica,595,"0,15%",,2021
12,101. PAULA IGNACIA CEA FUENTES,UPA,AM. Unión Patriótica,552,"0,14%",,2021
12,102. ALEJANDRO ALBERCIO JELDRES MORALES,UPA,AM. Unión Patriótica,369,"0,09%",,2021
12,103. JORGE MANUEL PALMA ACUÑA,UPA,AM. Unión Patriótica,665,"0,17%",,2021
12,104. PAMELA JILES MORENO,PH,AN. Dignidad Ahora,77.299,"19,68%",,2021
12,105. BARBARA BUSTOS OSORIO,PH,AN. Dignidad Ahora,860,"0,22%",,2021
12,106. HERNAN PALMA PEREZ,PH,AN. Dignidad Ahora,950,"0,24%",,2021
12,107. MONICA TAMARA ARCE CASTRO,IND-PH,AN. Dignidad Ahora,996,"0,25%",,2021
12,108. MATIAS JAIR TOLEDO HERRERA,PI,AN. Dignidad Ahora,22.232,"5,66%",,2021
12,109. FRANCHESCA CAROLINE HERNANDEZ VELIZ,PI,AN. Dignidad Ahora,564,"0,14%",,2021
12,110. CAMILA VANESSA CARTES CORDERO,IND-PI,AN. Dignidad Ahora,1.213,"0,31%",,2021
12,111. RICARDO INALEF MORA,IND-PI,AN. Dignidad Ahora,388,"0,10%",,2021
12,112. PATRICIO MUÑOZ CARDENAS,PRep,AP. Frente Social Cristiano,10.450,"2,66%",,2021
12,113. GABRIEL ANTONIO GATICA SOTOMAYOR,PRep,AP. Frente Social Cristiano,5.262,"1,34%",,2021
12,114. MARCELA PAZ DÍAZ DE VALDÉS BALBONTIN,PRep,AP. Frente Social Cristiano,6.121,"1,56%",,2021
12,115. FRANCISCA RODRIGUEZ GONZALEZ,PRep,AP. Frente Social Cristiano,2.367,"0,60%",,2021
12,116. CATALINA CHAPPUZEAU LOPEZ,PRep,AP. Frente Social Cristiano,1.935,"0,49%",,2021
12,117. MAXIMILIANO EDUARDO MURATH MANSILLA,IND-PRep,AP. Frente Social Cristiano,3.895,"0,99%",,2021
12,118. CATHERINE EUGENIA CEBULJ NAVARRETE,IND-PRep,AP. Frente Social Cristiano,915,"0,23%",,2021
12,119. MACARENA ALEJANDRA FERNANDEZ NUÑEZ,IND-PRep,AP. Frente Social Cristiano,1.886,"0,48%",,2021
12,120. MIGUEL CRISPI SERRANO,RD,AR. Apruebo Dignidad,17.811,"4,53%",,2021
12,121. DANIELA ANDREA SERRANO SALAZAR,PCCH,AR. Apruebo Dignidad,14.744,"3,75%",,2021
12,122. AMARO JAMIL JESUS LABRA SEPULVEDA,PCCH,AR. Apruebo Dignidad,8.332,"2,12%",,2021
12,123. FERNANDO ANDRES MONSALVE ARIAS,PCCH,AR. Apruebo Dignidad,3.102,"0,79%",,2021
12,124. ANA MARIA GAZMURI VIEIRA,IND-COM,AR. Apruebo Dignidad,28.444,"7,24%",,2021
12,125. ALEXANDER OLIVER SALIN ESPINOZA,CS,AR. Apruebo Dignidad,1.849,"0,47%",,2021
12,126. CAMILA ARENAS CASTILLO,CS,AR. Apruebo Dignidad,10.320,"2,63%",,2021
12,127. CARMINA IVONNE FARAH RODRIGUEZ,CU,AW. Independientes Unidos,3.121,"0,79%",,2021
12,128. CLAUS HANDWERCK FELIU,CU,AW. Independientes Unidos,1.906,"0,49%",,2021
12,129. MARIA JOSE TORRES BARRIENTOS,CU,AW. Independientes Unidos,2.762,"0,70%",,2021
12,130. LUIS ADOLFO JIMENEZ VALDERRAMA,PRO,AY. Partido Progresista de Chile,4.272,"1,09%",,2021
13,60. CRISTHIAN MOREIRA BARROS,UDI,AA. Chile Podemos +,16.627,"6,95%",,2021
13,61. LUIS SILVA IRARRAZAVAL,IND-UDI,AA. Chile Podemos +,8.112,"3,39%",,2021
13,62. FABIOLA DEL SOCORRO RODRIGUEZ PARADA,UDI,AA. Chile Podemos +,4.502,"1,88%",,2021
13,63. EDUARDO DURAN SALINAS,RN,AA. Chile Podemos +,14.573,"6,09%",,2021
13,64. CRISTOBAL SAAVEDRA ALARCON,RN,AA. Chile Podemos +,4.751,"1,98%",,2021
13,65. SUSANA SALIME HIPLAN ESTEFFAN,RN,AA. Chile Podemos +,6.503,"2,72%",,2021
13,66. FRANK WINSTON GROBIER MELLA,PDG,AB. Partido de la Gente,3.484,"1,46%",,2021
13,67. JEANNETTE IVONNE MEDEL QUILODRAN,PDG,AB. Partido de la Gente,4.000,"1,67%",,2021
13,68. RICARDO ALBERTO ALEGRIA ABARCA,PDG,AB. Partido de la Gente,3.232,"1,35%",,2021
13,69. DANIELA MARGARITA ESMERALDA RIQUELME PEREZ,PDG,AB. Partido de la Gente,4.163,"1,74%",,2021
13,70. TAMARA ALEJANDRA RAMIREZ RAMIREZ,PDG,AB. Partido de la Gente,4.948,"2,07%",,2021
13,71. CARLOS SAUL VALENZUELA VILLAR,PDG,AB. Partido de la Gente,1.882,"0,79%",,2021
