Distrito;Candidato;Partido;Pacto;Votos;%;Resultado;Año
3;101. ELIA JACQUELINE ROMERO OLAVE;NT;AT. Nuevo Tiempo;604;0,33%;;2021
3;102. HUGO ORLANDO MORALES SILVA;NT;AT. Nuevo Tiempo;460;0,25%;;2021
3;103. ZARINA EDELMIRA GUAMAN OSORIO;CU;AW. Independientes Unidos;1648;0,90%;;2021
3;104. MARIELA ALEJANDRA QUISPE SANCHEZ;CU;AW. Independientes Unidos;2278;1,25%;;2021
3;105. OSVALDO FRANCISCO SOTGIU QUIJADA;IND-CU;AW. Independientes Unidos;1012;0,56%;;2021
3;106. FELIPE IGNACIO ARAYA PEREZ;IND-CU;AW. Independientes Unidos;1986;1,09%;;2021
3;107. JAVIER CLAUDIO DAVID OLIVA BERMEDO;IND-CU;AW. Independientes Unidos;827;0,45%;;2021
3;108. FRANCISCO DANIEL GALLARDO CORTES;IND-CU;AW. Independientes Unidos;1810;0,99%;;2021
3;109. JANETT SHIRLEY GUERRA ABURTO;PRO;AY. Partido Progresista de Chile;2143;1,18%;;2021
4;60. SOFIA SLOVENA CID VERSALOVIC;RN;AA. Chile Podemos +;5041;5,10%;Diputada;2021
4;61. RAUL GONZALO ARDILES RAMIREZ;RN;AA. Chile Podemos +;1557;1,58%;;2021
4;62. MANUEL ALEJANDRO CORRALES GONZALEZ;PRI;AA. Chile Podemos +;862;0,87%;;2021
4;63. CAROLINA GONZALEZ HERNANDEZ;IND-PRI;AA. Chile Podemos +;987;1,00%;;2021
4;64. CARLA GUAITA CARRIZO;IND-UDI;AA. Chile Podemos +;1761;1,78%;;2021
4;65. NICOLAS NOMAN GARRIDO;UDI;AA. Chile Podemos +;4792;4,85%;;2021
4;66. PAULA ANDREA OLMOS CONTRERAS;PDG;AB. Partido de la Gente;4339;4,39%;;2021
4;67. NILSA ELCIRA GUZMAN PALMA;PDG;AB. Partido de la Gente;1194;1,21%;;2021
4;68. CRISTIAN MAURICIO CUSTA SAPIAINS;PDG;AB. Partido de la Gente;1505;1,52%;;2021
4;69. ALEX FARIAS PEREZ;PDG;AB. Partido de la Gente;1232;1,25%;;2021
4;70. JEAN PIERRE VARAS DELGADO;PDG;AB. Partido de la Gente;780;0,79%;;2021
4;71. DANIELLA CICARDINI MILLA;PS;AH. Nuevo Pacto Social;16114;16,32%;Diputada;2021
4;72. JUAN SANTANA CASTILLO;PS;AH. Nuevo Pacto Social;13498;13,67%;Diputado;2021
4;73. CRISTIAN HERNANDO TAPIA RAMOS;IND-PPD;AH. Nuevo Pacto Social;6285;6,36%;Diputado;2021
4;74. CESAR ESTEBAN GONZALEZ PIZARRO;PR;AH. Nuevo Pacto Social;1335;1,35%;;2021
4;75. GABRIELA DEL CARMEN MANCILLA MATELUNA;PDC;AH. Nuevo Pacto Social;593;0,60%;;2021
4;76. PAMELA VARGAS TOLEDO;PEV;AL. Partido Ecologista Verde;1938;1,96%;;2021
